Date,Filename,Batch Index,Was health discussed at any point during this transcript?,People that participated in discussions about health,Were there discussions about health data or health information systems at any point during this transcript?,Summary of discussions about health data or health information systems,What challenges did the discussions around health data or health information systems identify?,What recommendations were discussed to improve health service delivery?,What decisions or resolutions or policies or laws were made regarding financing the health sector?,What evidence was used to inform any decisions or recommendations or resolutions or policies or laws?,"What health information was requested or demanded, and who was it requested from?"
2023-02-15,8th-Sitting-of-2023,0,Yes,"Hon. Amriya Juma, Hon. Hamida, Hon. Ogutu, Hon. Mwinyi Mtoto, Hon. Madialo, Hon. Juma Manuari",No,"",The challenges identified include the time frame lapses for the County Integrated Development Plan (CIDP) and the Annual Development Plan (ADP).,"1. Prioritize the establishment of dispensaries in the seven Wards where none exist. 2. Install and equip mobile containers to be utilized as dispensaries. 3. Amend the Mombasa County Health Act, 2018 and the Mombasa County Environmental Health and Sanitation Act, 2017. 4. Formulate Health Waiver Regulations in regard to medical fees and charges. 5. Operationalize the County Health Management Board and Hospital Management Board for facilities categorized as Level 4 and below. 6. Repurpose Marimani Outreach and Shika Adabu Outreach into drug and substance abuse rehabilitation centers. 7. Establish Coast General Teaching and Referral Hospital (CGTRH) as a semi-autonomous entity.","1. Ratify and adopt the findings and recommendations of the Taskforce on the architecture of healthcare delivery. 2. Prioritize the establishment of dispensaries and equipping of mobile containers. 3. Amend the Mombasa County Health Act and Environmental Health and Sanitation Act. 4. Formulate Health Waiver Regulations. 5. Operationalize the County Health Management Board and Hospital Management Board. 6. Repurpose Marimani Outreach and Shika Adabu Outreach. 7. Establish CGTRH as a semi-autonomous entity. 8. Review and clear health sector pending bills. 9. Dispose and replace obsolete equipment in all facilities. 10. Prioritize rehabilitation, renovation, and maintenance of existing building infrastructure. 11. Explore Public-Private Partnership models for equipment leasing. 12. Prioritize setting up specialty hospitals by upgrading existing facilities.","The evidence used includes the review of the County Integrated Development Plan (CIDP) and the Annual Development Plan (ADP) time frame lapses, as well as the need identified through on-site visits to areas lacking healthcare facilities such as Ward 30 (Bofu) where no clinics, health centers, or dispensaries exist.",""
2023-02-15,8th-Sitting-of-2023,1,Yes,"Amriya Juma, Ogutu, Mwinyi Mtoto, Madialo, Juma Manuari",Yes,Discussions were held regarding the Taskforce Report on Mombasa County Healthcare System and recommendations to address various healthcare challenges.,Challenges identified include the lack of health facilities in certain wards and the need for improvements in healthcare infrastructure and services.,"Recommendations included prioritizing the establishment of dispensaries in wards without facilities, installing mobile containers as stop-gap measures, amending health acts for sustainable financing, formulating Health Waiver Regulations, and operationalizing Health Management and Hospital Management Boards.","Decisions included ratifying and adopting the findings and recommendations of the Taskforce Report on healthcare delivery, disease burden strategies, and infrastructure recommendations.",The evidence was based on the Taskforce Report on Mombasa County Healthcare System and observations made during the discussions.,""
2023-02-21,9th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-02-22,11th-Sitting-of-2023,0,Yes,"Samir Bhaloo, Hawa Abdulrahman, Allen Katana, Amriya Boy, Hamida Noor",No,"","High risk for children's safety near roads, Overcrowding and delay in service delivery at Coast General Teaching & Referral Hospital","Construct road bumps and paint zebra crossing marks near schools, Upgrade Port Reitz Level 4 Hospital to level 5, Source funds for construction and renovation of health facilities in every ward, Renovate, revamp, improve, and expand Coast General Hospital","","Constitution of Kenya, Coast General Teaching and Referral Hospital services and challenges, Government partnerships for funding",No health information requested
2023-02-22,12th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-02-28,13th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-02-28,13th-Sitting-of-2023,1,No,"",No,"","","","","",""
2023-02-28,14th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-02-28,14th-Sitting-of-2023,1,No,"",No,"","","","","",""
2023-03-01,15th-Sitting-of-2023,0,Yes,"Allen Katana, Jacktone Madialo, Benard Ogutu, Milka, Mwaka Bakari, Ngugi",No,"","","Conduct strategic needs assessment survey of health facilities, Upgrade Port Reitz Level 4 Hospital to level 5, Source funds for construction of health facilities in every ward","",Personal experiences and observations shared by speakers during the discussion,No specific health information was requested
2023-03-01,15th-Sitting-of-2023,1,Yes,"Allen Katana, Jacktone Madialo, Benard Ogutu, Milka, Ngare, Bakari",No,"","Congestion, delay in service delivery, overworked staff","Strategic needs assessment survey of health facilities, upgrade Port Reitz Level 4 Hospital, source funds for construction and renovation of health facilities","Resolution to conduct needs assessment survey, upgrade Port Reitz Hospital, source funds for construction and renovation","Observations of congestion, delay in service delivery, and overworked staff at Coast General Teaching & Referral Hospital",""
2023-03-01,16th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-03-08,19th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-03-08,20th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-03-14,21st-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-03-14,21st-Sitting-of-2023,1,No,"",No,"","","","","",""
2023-03-28,22nd-Sitting-of-2023,0,Yes,"Hon. Amriya Juma, Hon. Juma Mwalimu, Hon. Leila Nyache, Hon. Abdulrahman Hawaa, Hon. Shuhudia Abdalla, Hon. Baimu Mariam, Hon. Nusura Mwinyi, Hon. Eliud Kimari, Hon. Juma Manuari, Hon. Mwaura",No,"","The Coast General Hospital needs renovation, revamping, improvement, and expansion to offer better services due to old and worn-out structures, high human traffic causing delays, overcrowding, patients sharing beds, and lack of ISO Certification and world-class healthcare practices.","The recommendation is for the County government of Mombasa in partnership with the National government to source funds to renovate, revamp, and expand the Coast General Hospital, and to take measures to attain ISO Certification to enhance the quality of services for the public.","","Observations of the old and worn-out structures, high human traffic causing delays and overcrowding at the hospital, the need for renovation and expansion to offer better healthcare services, and the importance of ISO Certification for improved quality of services.",""
2023-03-28,23th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-03-29,24th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-03-29,25th-Sitting-of-2023,0,No,"",Yes,The County government of Mombasa is repurposing Marimani health facility to function as a drug and substance abuse center in partnership with stakeholders under a private partnership program.,Low uptake of services at the Marimani Outreach health facility.,Repurposing Marimani Outreach and Shika Adabu outreach to function as fully equipped modern male and female drug and substance rehabilitation centers in partnership with stakeholders under the private partnership program.,The Governor issued a directive to repurpose Marimani Outreach and Shika Adabu outreach to function as drug and substance abuse centers.,Recommendations from the County Chief Officer for the Department of Medical Services and findings from community dialogues and benchmark visits to other rehabilitation centers.,""
2023-04-04,27th-Sitting-of-2023,0,No,"",Yes,"The transcript discussed the establishment and maintenance of an online database for tourism and other sectors to improve planning, service delivery, marketing promotion, and revenue mobilization in the County.","The lack of databases for sector activities and statistics, particularly in the tourism sector, was identified as a challenge impacting proper planning and service delivery.",The recommendation was to establish and maintain online County databases for tourism and other sectors for internal use and by other stakeholders.,"","The need for data maintenance and establishment of online databases to improve decision-making, service delivery, and transparency in the County was discussed.",""
2023-04-05,28th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-04-05,29th-Sitting-of-2023,0,Yes,"Honourable Mose,Honourable Manuari,Honourable Prischillah",No,"","","","","",""
2023-04-05,29th-Sitting-of-2023-1,0,No,"",No,"","","","","",""
2023-05-09,30th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-05-10,33rd-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-05-16,34th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-05-17,36th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-05-17,37th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-05-29,Special-Sitting-May-2023,0,No,"",No,"","","","","",""
2023-05-29,Special-Sitting-May-2023,1,No,"",No,"","","","","",""
2023-05-29,Special-Sitting-May-2023,2,No,"",No,"","","","","",""
2023-05-29,Special-Sitting-May-2023,3,No,"",No,"","","","","",""
2023-06-06,38th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-06-07,40th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-06-07,40th-Sitting-of-2023,1,No,"",No,"","","","","",""
2023-06-07,41st-Sitting-of-2023,0,Yes,"Honourable Patrick Mwavula, Honourable Hassan Ulher, Honourable Mariam Baimu, Honourable Amriya Juma Boy, Honourable Hassan Mohamed, Honourable Ibrahim Omondi, Honourable Jacktone Madialo, Honourable Mwinyi Mtoto",No,"","","","","",""
2023-06-07,41st-Sitting-of-2023,1,No,"",No,"","","","","",""
2023-06-07,41st-Sitting-of-2023,2,Yes,Honourable Mwin,No,N/A,N/A,N/A,N/A,N/A,N/A
2023-06-27,42nd-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-06-27,43rd-Sitting-of-2023,0,Yes,"Kibwana Baya, Kibwana Swaleh, Noor, Fadhili Makarani, Prischilla Mumba, Matsaki, Mwamwiri, Hamida Noor, Mohammed Khamis, Florence Kachumbo, Patrick Mbelle, Maryam Baimu",No,"","Sewage and blockages, Drainage issues","Increased level for hospitals, Improved networking in water, Increased development plans for each community, Drug rehabilitation programs",No decisions mentioned,Public participation and consultation with stakeholders,""
2023-06-27,43rd-Sitting-of-2023,1,Yes,"Hon. Kibwana Swaleh, Hon. Noor, Hon. Fadhili Makarani, Hon. Prischilla Mumba, Hon. Matsaki, Hon. Mwamwiri, Hamida Noor, Florence Kachumbo, Patrick Mbele, Maryam Baimu, Mohammed Khamis, Salim Baya, Maryam Baimu, Patrick Mbele, Florence Kachumbo, Kibwana Swaleh",No,"",Sewage and drainage issues were mentioned as challenges.,"Increasing hospitals in Wards, water networking improvements, marine education in the blue economy, building social halls, and mainstreaming for PWDs were discussed as improvements.",Adoption of the Report on the public participation for the County Integrated Development Plan (CIDP) 2023-2027 was made.,Public participation and stakeholder consultations were used as evidence.,""
2023-06-27,43rd-Sitting-of-2023,2,No,"",No,"","","","","",""
2023-07-18,44th-Sitting-of-2023_230726_162104,0,No,"",No,"","","","","",""
2023-07-18,45th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-07-18,45th-Sitting-of-2023,1,No,"",No,"","","","","",""
2023-07-25,46th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-07-25,46th-Sitting-of-2023,1,No,"",No,"","","","","",""
2023-07-25,47th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-07-26,49th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-07-26,49th-Sitting-of-2023,1,Yes,"Honourable Mariam Baimu, Hon. Hamisi Mbaya, Honourable Abdirahman Abdulkadir, Honourable Amriya Juma, Honourable Patrick Mbelle, Honourable Ogutu, Honourable Frankline Makanga, Honourable Athman Mwamwiri, Honourable Leila, Honourable Athman Mwamwiri",No,"",N/A,N/A,N/A,N/A,""
2023-08-02,53rd-Sitting-of-2023,0,Yes,"Abdulrahman Abdulkadir, Allen Katana, Aharub Ebrahim Khatri, Amriya Boy, Juma Mwalimu, Makanga, Ibrahim Omondi, Benard Ogutu, Athman Mwamwiri, Kibwana Swaleh",No,"",Issues with harassment of Boat Operators and Beach Traders at Bamburi Public Beach,"Committee to go back and have a site visit, invite relevant departments, and bring back a report in three weeks time","","Response from the Department of Tourism, Culture and Trade",""
2023-08-02,53rd-Sitting-of-2023,1,Yes,"Honourable Abdulrahman Abdulkadir, Honourable Allen Katana, Honourable Patrick Mbele",No,"","Lack of response from the department of Tourism, Culture and Trade","",Conversion of Bamburi Public Beach into a sanitary landfill,"Response from the department of Tourism, Culture, and Trade",No requests for health evidence
2023-08-02,53rd-Sitting-of-2023,2,Yes,"Abdulrahman Abdulkadir, Allen Katana",No,"","","","","",Community Health Policy
2023-08-09,56th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-09-05,59th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-09-05,59th-Sitting-of-2023,1,No,"",No,"","","","","",""
2023-09-05,60th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-09-05,60th-Sitting-of-2023,1,No,"",No,"","","","","",""
2023-09-12,61st-Sitting-of-2023,0,Yes,"Solomon Ngugi, Hamida Noor, Juma Manuari, Maimuna Salim, Maryam Baimu, Hamisi Mbaya, Seif Manuari",No,"","Access to healthcare facilities for people with disabilities, lack of specialized equipment for people with disabilities, lack of trained healthcare staff for people with disabilities","1. Provide comprehensive training for healthcare workers on handling the unique needs of people with disabilities. Training should include proper communication, treatment strategies, and disability-inclusive services. 2. Allocate budget for the procurement and support of essential drugs and equipment designed for the special needs of people with disabilities in public hospitals. This step will alleviate their health burdens. 3. Conduct regular educational campaigns for people with disabilities on the diseases affecting them and proper self-care measures. This aims to empower individuals with disabilities to take action to protect their health. 4. Grant full waivers for medical fees to confirmed financially incapable People with Disabilities (PWDs) who are unable to afford treatment costs in public hospitals. 5. Ensure that all healthcare facilities within Mombasa County are disability-friendly by making infrastructure adjustments necessary to serve People with Disabilities (PWDs). This includes ramps, large doors, sensory-friendly exits, and other required infrastructure.","Decision to initiate comprehensive training for healthcare workers, allocation of budget for procurement of drugs and equipment for people with disabilities, decision to conduct regular educational campaigns, decision to grant full waivers for medical fees for financially incapable PWDs, decision to make healthcare facilities within Mombasa County disability-friendly.","Assessment of healthcare facilities, assessment of the needs of People with Disabilities, evaluation of the current challenges in healthcare access for People with Disabilities",""
2023-09-12,61st-Sitting-of-2023,1,Yes,"Hon. Solomon Ngugi, Hon. Hamida Noor, Hon. Juma Kambi, Hon. Maimuna Salim, Hon. Maryam Baimu, Hon. Hamisi Mbaya, Hon. Seif Manuari",No,"","Access to healthcare for people with disabilities, lack of medical equipment suitable for people with disabilities, lack of sign language interpreters in hospitals, inadequate infrastructure like wheelchair access ramps and suitable toilets for people with disabilities","1. Comprehensive training programs for healthcare workers to handle the unique needs of People with Disabilities (PWDs), including proper communication, treatment strategies, and disability-inclusive services. 2. Allocation of budget for the purchase of essential medicine and equipment tailored to the specific needs of PWDs in public hospitals. 3. Regular campaigns to educate PWDs about common diseases and proper health measures. 4. Full exemption of medical fees for PWDs who are unable to afford healthcare costs in public hospitals. 5. Ensuring that all healthcare facilities within Mombasa County are disability-friendly, including necessary infrastructure modifications like ramps, wide doors, sensory-friendly spaces, and other required facilities.","",Concerns and challenges identified in providing healthcare services to People with Disabilities (PWDs) within the county assembly discussions,""
2023-09-13,63rd-Sitting-of-2023,0,No,"",Yes,Discussions on the implementation of resolutions related to healthcare service delivery and infrastructure.,None mentioned in the transcript.,"Plans and actions to address poor drainage systems, road upgrades, and discrimination in releasing healthcare practitioners for further studies.","",Statements and responses from committee members and requests for clarification and reports.,""
2023-09-19,65th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-09-20,66th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-09-20,67th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-09-26,68th-Sitting-of-2023,0,Yes,"Hon. Katana, Hon. Kai",No,"","","Establishment of orphanages and rescue centers, Implementation of welfare social protection scheme, Counseling, basic education and vocational training for vulnerable children","","",""
2023-09-27,70th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-10-03,72nd-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-10-03,72nd-Sitting-of-2023,1,No,"",No,"","","","","",""
2023-10-04,75th-Sitting-of-2023,0,Yes,"Honourable Noor, Honourable Makanga",No,"","The Committee of Finance, Budget, and Appropriations faced challenges regarding non-remittance of statutory deductions by the County government.",Recommendation to bring the CEC before the Assembly to address issues with immediate effect.,No specific decisions made regarding the health sector.,Responses and statements from the Department of Finance and Economic Planning regarding pending loan and remittance of deductions.,No specific health information requested.
2023-10-11,76th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-10-11,77th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-10-17,78th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-10-17,79th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-10-18,80th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-10-18,81st-Sitting-of-2023,0,Yes,"Bernard Ogutu, Frankline Makanga, Hassan Mohamed, Juma Mwalimu, Jacktone Madialo, Samuel Mwaura",No,"","Response time for statements, Committee availability","Granting more time for responses, Referral to Committee","",Statements brought forward during the Assembly,""
2023-10-31,82nd-Sitting-of-2023,0,Yes,"Hon. Bernard Ogutu Ochieng, Hon. Ibrahim Oyugi Omondi",No,"","","1. Prioritize the improvement of infrastructure, equipment, and facilities at all level 3-A healthcare centers. 2. Allocate adequate funding and resources to ensure staffing with qualified healthcare professionals. 3. Establish a comprehensive plan for the supply of essential medicines, supplies, and equipment. 4. Institute regular monitoring and evaluation mechanisms to assess performance and functionality of public health facilities.","","",""
2023-10-31,83rd-Sitting-of-2023,0,Yes,"Hon. Ogutu, Hon. Makanga, Hon. Omondi, Hon. Kai, Hon. Frankline Makanga, Hon. Athman Mwamwiri, Hon. Ibrahim Omondi, Hon. Hamisi Mbaya, Hon. Samuel Mwaura",No,"","Lack of title deeds for learning institutions and healthcare facilities, encroachments on land, security concerns, hampered operations","Issuance of title deeds to protect and secure essential healthcare facilities, collaboration between County government, Department of Lands, Housing and Urban Planning, and National Land Commission",Resolution to ensure learning institutions and healthcare facilities are issued with title deeds,Task Force on Healthcare Systems report,""
2023-11-01,85th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-11-07,86th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-11-07,87th-Sitting-of-2023,0,Yes,"Hassan Mohamed, Mwinyi Mtoto, Samuel Mwaura, Bernard Ogutu, Hamida Noor",No,"","","","","",""
2023-11-08,89th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-11-14,90th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-11-15,93rd-Sitting-of-2023,0,Yes,"Hon. Athman Mwamwiri, Hon. Hassan, Chief Officer of Public Service Administration",No,"",N/A,Establishment of waiting stand outside the maternity wing of Coast General Hospital,N/A,Chief Officer of Public Service Administration,N/A
2023-11-28,98th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-11-28,99th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-11-28,99th-Sitting-of-2023,1,No,"",No,"","","","","",""
2023-11-29,100th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-11-29,100th-Sitting-of-2023,1,No,"",No,"","","Establishment of fish markets, procurement of fishing boats and ships, training programs in fishing techniques, creation of fish ponds and containers, construction of fish hatcheries, establishment of cold storage facilities, financial support to fishermen, entrepreneurs, and youth","","",""
2023-11-29,101st-Sitting-of-2023,0,Yes,"Hon. Makanga, Hon. Bernard Ogutu, Hon. Frankline Makanga, Hon. Noor, Hon. Hamida Noor, Hon. Mbel",No,"","Pending bills in the county, closure of Kashani quarry without consultation of stakeholders, alleged discrimination in release of health care practitioners for further studies","Regular responses and satisfactory replies from the respective departments, site visit for urgent matters","","Responses from departments, feedback from the Department of Health, information provided during discussions",""
2023-12-05,102nd-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-12-05,103rd-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-12-06,104th-Sitting-of-2023,0,No,"",No,"","","","","",""
2023-12-06,104th-Sitting-of-2023,1,No,"",No,"","","","","",""
2023-12-06,105th-Sitting-of-2023,0,Yes,"Kibwana Swaleh, Ogutu, Hassan Mohammed, Juma Manuari, Leila Nyache, Frankline Makanga, Jacktone Madialo, Hamisi Nyota, Athman Mwamwiri, Bernard Ogutu, Katana, Fadhili Makarani",No,"",N/A,N/A,N/A,N/A,N/A
2023-12-06,105th-Sitting-of-2023,1,No,"",No,"","","","","",""
